year_published,latest,possibly_extinct,possibly_extinct_in_the_wild,sis_taxon_id,url,taxon_scientific_name,red_list_category_code,assessment_id,kingdom,phylum,class,order,family,genus,species,scope_description,endemicEU,RealAssessmentYN,Comments
2024,TRUE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/137851859,Iberolacerta horvathi,LC,137851859,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,horvathi,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/87533181,Iberolacerta horvathi,NT,87533181,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,horvathi,Europe; Global,Y,N,"Reformatted names of Assessor(s), Reviewer(s), Contributor(s), Facilitator(s) and/or Compiler(s)."
2009,FALSE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/12498717,Iberolacerta horvathi,NT,12498717,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,horvathi,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/12498843,Iberolacerta horvathi,NT,12498843,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,horvathi,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61516,https://www.iucnredlist.org/species/61516/12499291,Iberolacerta martinezricai,CR,12499291,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,martinezricai,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61516,https://www.iucnredlist.org/species/61516/12499472,Iberolacerta martinezricai,CR,12499472,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,martinezricai,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/207652191,Iberolacerta monticola,LC,207652191,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,monticola,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487278,Iberolacerta monticola,VU,12487278,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,monticola,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487421,Iberolacerta monticola,VU,12487421,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,monticola,Europe; Global,Y,Y,
1996,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487233,Iberolacerta monticola,LC,12487233,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,monticola,Europe; Global,Y,Y,
1996,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487555,Iberolacerta monticola,LC,12487555,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,monticola,Europe; Global,Y,Y,
1994,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487257,Iberolacerta monticola,DD,12487257,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,monticola,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,157288,https://www.iucnredlist.org/species/157288/207994671,Lacerta agilis,LC,207994671,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,agilis,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157288,https://www.iucnredlist.org/species/157288/5071064,Lacerta agilis,LC,5071064,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,agilis,Europe,N,Y,
2024,TRUE,FALSE,FALSE,61519,https://www.iucnredlist.org/species/61519/137852254,Lacerta bilineata,LC,137852254,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,bilineata,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61519,https://www.iucnredlist.org/species/61519/12501065,Lacerta bilineata,LC,12501065,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,bilineata,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61519,https://www.iucnredlist.org/species/61519/12501237,Lacerta bilineata,LC,12501237,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,bilineata,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/137842792,Lacerta schreiberi,LC,137842792,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,schreiberi,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251580,Lacerta schreiberi,NT,3251580,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,schreiberi,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251702,Lacerta schreiberi,NT,3251702,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,schreiberi,Europe; Global,Y,Y,
1996,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251539,Lacerta schreiberi,NT,3251539,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,schreiberi,Europe; Global,Y,Y,
1994,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251561,Lacerta schreiberi,DD,3251561,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,schreiberi,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,157287,https://www.iucnredlist.org/species/157287/207652956,Lacerta strigata,NA,207652956,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,strigata,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157287,https://www.iucnredlist.org/species/157287/5070893,Lacerta strigata,LC,5070893,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,strigata,Europe,N,Y,
2024,TRUE,FALSE,FALSE,61530,https://www.iucnredlist.org/species/61530/207990559,Lacerta viridis,LC,207990559,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,viridis,Europe,N,Y,
2009,FALSE,FALSE,FALSE,61530,https://www.iucnredlist.org/species/61530/12507366,Lacerta viridis,LC,12507366,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Lacerta,viridis,Europe,N,Y,
2024,TRUE,FALSE,FALSE,79079411,https://www.iucnredlist.org/species/79079411/228184459,Lissotriton boscai,LC,228184459,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,boscai,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,79079411,https://www.iucnredlist.org/species/79079411/79079118,Lissotriton boscai,LC,79079118,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,boscai,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,79077482,https://www.iucnredlist.org/species/79077482/228184805,Lissotriton graecus,LC,228184805,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,graecus,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,79077482,https://www.iucnredlist.org/species/79077482/202009837,Lissotriton graecus,LC,202009837,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,graecus,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,59475,https://www.iucnredlist.org/species/59475/228185144,Lissotriton helveticus,LC,228185144,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,helveticus,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,59475,https://www.iucnredlist.org/species/59475/89701575,Lissotriton helveticus,LC,89701575,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,helveticus,Europe; Global,N,Y,
2009,FALSE,FALSE,FALSE,59475,https://www.iucnredlist.org/species/59475/11948264,Lissotriton helveticus,LC,11948264,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,helveticus,Europe; Global,N,Y,
2004,FALSE,FALSE,FALSE,59475,https://www.iucnredlist.org/species/59475/11948522,Lissotriton helveticus,LC,11948522,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,helveticus,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,59476,https://www.iucnredlist.org/species/59476/229006043,Lissotriton italicus,LC,229006043,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,italicus,Europe; Global; Mediterranean,N,Y,
2022,FALSE,FALSE,FALSE,59476,https://www.iucnredlist.org/species/59476/267263891,Lissotriton italicus,LC,267263891,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,italicus,Europe; Global; Mediterranean,N,N,An errata assessment was created in order to add the 'Mediterranean' scope to the assessment of this species that is endemic to the IUCN Mediterranean Red List assessment area.
2022,FALSE,FALSE,FALSE,59476,https://www.iucnredlist.org/species/59476/89701816,Lissotriton italicus,LC,89701816,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,italicus,Europe; Global,N,Y,
2009,FALSE,FALSE,FALSE,59476,https://www.iucnredlist.org/species/59476/11948775,Lissotriton italicus,LC,11948775,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,italicus,Europe; Global,N,Y,
2004,FALSE,FALSE,FALSE,59476,https://www.iucnredlist.org/species/59476/11948953,Lissotriton italicus,LC,11948953,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,italicus,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,79079357,https://www.iucnredlist.org/species/79079357/228185515,Lissotriton maltzani,LC,228185515,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,maltzani,Europe; Global; Mediterranean,N,Y,
2022,FALSE,FALSE,FALSE,79079357,https://www.iucnredlist.org/species/79079357/267265255,Lissotriton maltzani,LC,267265255,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,maltzani,Europe; Global; Mediterranean,N,Y,An errata assessment was created in order to add the 'Mediterranean' scope to the assessment of this species that is endemic to the IUCN Mediterranean Red List assessment area.
2024,TRUE,FALSE,FALSE,59478,https://www.iucnredlist.org/species/59478/228185921,Lissotriton montandoni,LC,228185921,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,montandoni,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,59478,https://www.iucnredlist.org/species/59478/89701986,Lissotriton montandoni,LC,89701986,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,montandoni,Europe; Global,N,Y,
2009,FALSE,FALSE,FALSE,59478,https://www.iucnredlist.org/species/59478/86641973,Lissotriton montandoni,LC,86641973,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,montandoni,Europe; Global,N,Y,"Reformatted names of Assessor(s), Reviewer(s), Contributor(s), Facilitator(s) and/or Compiler(s)."
2009,FALSE,FALSE,FALSE,59478,https://www.iucnredlist.org/species/59478/11929327,Lissotriton montandoni,LC,11929327,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,montandoni,Europe; Global,N,N,
2004,FALSE,FALSE,FALSE,59478,https://www.iucnredlist.org/species/59478/11929577,Lissotriton montandoni,LC,11929577,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,montandoni,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,79078647,https://www.iucnredlist.org/species/79078647/229006372,Lissotriton vulgaris,LC,229006372,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,vulgaris,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,79078647,https://www.iucnredlist.org/species/79078647/79077642,Lissotriton vulgaris,LC,79077642,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,vulgaris,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,61918,https://www.iucnredlist.org/species/61918/228186236,Lyciasalamandra helverseni,VU,228186236,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,helverseni,Europe; Global; Mediterranean,N,Y,
2022,FALSE,FALSE,FALSE,61918,https://www.iucnredlist.org/species/61918/267266048,Lyciasalamandra helverseni,VU,267266048,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,helverseni,Europe; Global; Mediterranean,N,Y,An errata assessment was created in order to add the 'Mediterranean' scope to the assessment of this species that is endemic to the IUCN Mediterranean Red List assessment area.
2022,FALSE,FALSE,FALSE,61918,https://www.iucnredlist.org/species/61918/89698165,Lyciasalamandra helverseni,VU,89698165,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,helverseni,Europe; Global,N,N,
2009,FALSE,FALSE,FALSE,61918,https://www.iucnredlist.org/species/61918/12572637,Lyciasalamandra helverseni,VU,12572637,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,helverseni,Europe; Global,N,Y,
2006,FALSE,FALSE,FALSE,61918,https://www.iucnredlist.org/species/61918/12572762,Lyciasalamandra helverseni,VU,12572762,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,helverseni,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,41241,https://www.iucnredlist.org/species/41241/67694324,Lyciasalamandra luschani,EN,67694324,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,luschani,Europe,N,Y,
2009,FALSE,FALSE,FALSE,41241,https://www.iucnredlist.org/species/41241/10422746,Lyciasalamandra luschani,NA,10422746,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,luschani,Europe,N,Y,
2024,TRUE,FALSE,FALSE,61532,https://www.iucnredlist.org/species/61532/207750368,Macroprotodon brevis,LC,207750368,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Macroprotodon,brevis,Europe,N,Y,
2009,FALSE,FALSE,FALSE,61532,https://www.iucnredlist.org/species/61532/12508523,Macroprotodon brevis,NT,12508523,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Macroprotodon,brevis,Europe,N,Y,
2024,TRUE,FALSE,FALSE,61533,https://www.iucnredlist.org/species/61533/204878846,Macroprotodon cucullatus,DD,204878846,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Macroprotodon,cucullatus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,61533,https://www.iucnredlist.org/species/61533/12509221,Macroprotodon cucullatus,LC,12509221,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Macroprotodon,cucullatus,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157295,https://www.iucnredlist.org/species/157295/207664712,Macrovipera lebetinus,LC,207664712,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Macrovipera,lebetinus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157295,https://www.iucnredlist.org/species/157295/5073657,Macrovipera lebetinus,LC,5073657,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Macrovipera,lebetinus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,12654,https://www.iucnredlist.org/species/12654/3369754,Macrovipera schweizeri,EN,3369754,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Macrovipera,schweizeri,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,12654,https://www.iucnredlist.org/species/12654/3369917,Macrovipera schweizeri,EN,3369917,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Macrovipera,schweizeri,Europe; Global,Y,Y,
1996,FALSE,FALSE,FALSE,12654,https://www.iucnredlist.org/species/12654/3369714,Macrovipera schweizeri,CR,3369714,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Macrovipera,schweizeri,Europe; Global,Y,Y,
1994,FALSE,FALSE,FALSE,12654,https://www.iucnredlist.org/species/12654/3369735,Macrovipera schweizeri,EN,3369735,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Macrovipera,schweizeri,Europe; Global,Y,Y,
1990,FALSE,FALSE,FALSE,12654,https://www.iucnredlist.org/species/12654/3370039,Macrovipera schweizeri,EN,3370039,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Macrovipera,schweizeri,Europe; Global,Y,Y,
1988,FALSE,FALSE,FALSE,12654,https://www.iucnredlist.org/species/12654/3370058,Macrovipera schweizeri,VU,3370058,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Macrovipera,schweizeri,Europe; Global,Y,Y,
1986,FALSE,FALSE,FALSE,12654,https://www.iucnredlist.org/species/12654/3370077,Macrovipera schweizeri,VU,3370077,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Macrovipera,schweizeri,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,157253,https://www.iucnredlist.org/species/157253/207992632,Malpolon insignitus,LC,207992632,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PSAMMOPHIIDAE,Malpolon,insignitus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157253,https://www.iucnredlist.org/species/157253/5061050,Malpolon insignitus,LC,5061050,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PSAMMOPHIIDAE,Malpolon,insignitus,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157262,https://www.iucnredlist.org/species/157262/207993538,Malpolon monspessulanus,LC,207993538,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PSAMMOPHIIDAE,Malpolon,monspessulanus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157262,https://www.iucnredlist.org/species/157262/5064665,Malpolon monspessulanus,LC,5064665,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PSAMMOPHIIDAE,Malpolon,monspessulanus,Europe,N,Y,
2024,TRUE,FALSE,FALSE,158468,https://www.iucnredlist.org/species/158468/207995085,Mauremys leprosa,NT,207995085,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,leprosa,Europe,N,Y,
2004,FALSE,FALSE,FALSE,158468,https://www.iucnredlist.org/species/158468/5199555,Mauremys leprosa,VU,5199555,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,leprosa,Europe,N,Y,
2024,TRUE,FALSE,FALSE,158470,https://www.iucnredlist.org/species/158470/207668374,Mauremys rivulata,LC,207668374,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,rivulata,Europe,N,Y,
2004,FALSE,FALSE,FALSE,158470,https://www.iucnredlist.org/species/158470/5200041,Mauremys rivulata,LC,5200041,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,rivulata,Europe,N,Y,
2024,TRUE,FALSE,FALSE,59472,https://www.iucnredlist.org/species/59472/228183943,Mesotriton alpestris,LC,228183943,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Mesotriton,alpestris,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,59472,https://www.iucnredlist.org/species/59472/89702213,Mesotriton alpestris,LC,89702213,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Mesotriton,alpestris,Europe; Global,N,Y,
2009,FALSE,FALSE,FALSE,59472,https://www.iucnredlist.org/species/59472/11946568,Mesotriton alpestris,LC,11946568,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Mesotriton,alpestris,Europe; Global,N,Y,
2004,FALSE,FALSE,FALSE,59472,https://www.iucnredlist.org/species/59472/11946934,Mesotriton alpestris,LC,11946934,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Mesotriton,alpestris,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,61537,https://www.iucnredlist.org/species/61537/207990775,Montivipera xanthina,LC,207990775,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Montivipera,xanthina,Europe,N,Y,
2009,FALSE,FALSE,FALSE,61537,https://www.iucnredlist.org/species/61537/12510041,Montivipera xanthina,LC,12510041,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Montivipera,xanthina,Europe,N,Y,
2024,TRUE,FALSE,FALSE,61538,https://www.iucnredlist.org/species/61538/207658281,Natrix maura,LC,207658281,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Natrix,maura,Europe,N,Y,
2009,FALSE,FALSE,FALSE,61538,https://www.iucnredlist.org/species/61538/12510620,Natrix maura,LC,12510620,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Natrix,maura,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157256,https://www.iucnredlist.org/species/157256/207993095,Natrix tessellata,LC,207993095,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Natrix,tessellata,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157256,https://www.iucnredlist.org/species/157256/5061767,Natrix tessellata,LC,5061767,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Natrix,tessellata,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157279,https://www.iucnredlist.org/species/157279/204874584,Ophisops elegans,LC,204874584,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Ophisops,elegans,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157279,https://www.iucnredlist.org/species/157279/5068693,Ophisops elegans,LC,5068693,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Ophisops,elegans,Europe,N,Y,
2024,TRUE,FALSE,FALSE,172312067,https://www.iucnredlist.org/species/172312067/228186498,Pelobates balcanicus,LC,228186498,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,balcanicus,Europe; Global,N,Y,
2021,FALSE,FALSE,FALSE,172312067,https://www.iucnredlist.org/species/172312067/172408464,Pelobates balcanicus,LC,172408464,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,balcanicus,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,58052,https://www.iucnredlist.org/species/58052/228187495,Pelobates cultripes,VU,228187495,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,cultripes,Europe; Global,Y,Y,
2020,FALSE,FALSE,FALSE,58052,https://www.iucnredlist.org/species/58052/89708267,Pelobates cultripes,VU,89708267,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,cultripes,Europe; Global,Y,Y,
2022,FALSE,FALSE,FALSE,58052,https://www.iucnredlist.org/species/58052/215385409,Pelobates cultripes,VU,215385409,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,cultripes,Europe; Global,Y,N,"An errata assessment was created in order to add the ERL 'header' assessment text to the Rationale, as the species is endemic to Europe but not endemic to the EU 27 Member States. A sentence was added to the Rationale in order to add the EU-level assessment for the European Red List."
2009,FALSE,FALSE,FALSE,58052,https://www.iucnredlist.org/species/58052/11722636,Pelobates cultripes,NT,11722636,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,cultripes,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,58052,https://www.iucnredlist.org/species/58052/86242868,Pelobates cultripes,NT,86242868,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,cultripes,Europe; Global,Y,N,"Reformatted names of Assessor(s), Reviewer(s), Contributor(s), Facilitator(s) and/or Compiler(s)."
2024,TRUE,FALSE,FALSE,196236126,https://www.iucnredlist.org/species/196236126/228187875,Pelobates fuscus,LC,228187875,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,fuscus,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,196236126,https://www.iucnredlist.org/species/196236126/89702891,Pelobates fuscus,LC,89702891,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,fuscus,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,114139495,https://www.iucnredlist.org/species/114139495/227223836,Pelodytes atlanticus,LC,227223836,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODYTIDAE,Pelodytes,atlanticus,Europe; Global,N,Y,
2021,FALSE,FALSE,FALSE,114139495,https://www.iucnredlist.org/species/114139495/202021645,Pelodytes atlanticus,LC,202021645,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODYTIDAE,Pelodytes,atlanticus,Europe; Global,N,Y,An amended assessment was created in order to add the 'Europe' scope to the assessment for he European endemic species.
2024,TRUE,FALSE,FALSE,58055,https://www.iucnredlist.org/species/58055/227224480,Pelodytes ibericus,LC,227224480,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODYTIDAE,Pelodytes,ibericus,Europe; Global; Mediterranean,Y,Y,
2020,FALSE,FALSE,FALSE,58055,https://www.iucnredlist.org/species/58055/267247900,Pelodytes ibericus,LC,267247900,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODYTIDAE,Pelodytes,ibericus,Europe; Global; Mediterranean,Y,Y,An errata assessment was created in order to add the 'Mediterranean' scope to the assessment of this species that is endemic to the IUCN Mediterranean Red List assessment area.
2020,FALSE,FALSE,FALSE,58055,https://www.iucnredlist.org/species/58055/89703438,Pelodytes ibericus,LC,89703438,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODYTIDAE,Pelodytes,ibericus,Europe; Global,Y,N,
2009,FALSE,FALSE,FALSE,58055,https://www.iucnredlist.org/species/58055/11724130,Pelodytes ibericus,LC,11724130,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODYTIDAE,Pelodytes,ibericus,Europe; Global,Y,Y,
2004,FALSE,FALSE,FALSE,58055,https://www.iucnredlist.org/species/58055/11724288,Pelodytes ibericus,LC,11724288,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODYTIDAE,Pelodytes,ibericus,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,58567,https://www.iucnredlist.org/species/58567/229002159,Pelophylax cerigensis,EN,229002159,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pelophylax,cerigensis,Europe; Global; Mediterranean,Y,Y,
