year_published,latest,possibly_extinct,possibly_extinct_in_the_wild,sis_taxon_id,url,taxon_scientific_name,red_list_category_code,assessment_id,kingdom,phylum,class,order,family,genus,species,scope_description,endemicEU,RealAssessmentYN,Comments
2009,FALSE,FALSE,FALSE,61467,https://www.iucnredlist.org/species/61467/12490356,Anguis cephallonica,NT,12490356,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Anguis ,cephallonica,Europe; Global,NA,N?,"Is this the ""wrong"" version that was eventually corrected by assessment 118230809?"
2017,FALSE,FALSE,FALSE,61467,https://www.iucnredlist.org/species/61467/118230809,Anguis cephallonica,NT,118230809,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Anguis ,cephallonica,Europe; Global,NA,Y,"The spelling of the species epithet is corrected via this amended assessment from cephalonnica to cephallonica. Minor corrections to the text have also been made, the coded  threats updated and the criteria for the Near Threatened listing have been added. Species was assessed in 2008, assessment was published in 2017. "
2006,FALSE,FALSE,FALSE,61467,https://www.iucnredlist.org/species/61467/12490512,Anguis cephallonica,NT,12490512,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Anguis ,cephallonica,Europe; Global,NA,Y,
2024,TRUE,FALSE,FALSE,47113126,https://www.iucnredlist.org/species/47113126/204902180,Anguis fragilis,LC,204902180,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Anguis,fragilis,Europe; Global,N,Y,
2021,FALSE,FALSE,FALSE,47113126,https://www.iucnredlist.org/species/47113126/216974823,Anguis fragilis,LC,216974823,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Anguis,fragilis,Europe; Global,N,Y?,"An errata assessment was created in order to clarify that this is a European endemic species and to add the 'Europe' assessment scope and European Red List regional 'header' text. The country of occurrence table was updated to show the European sub-country units where the species occurs. Where is ths ""wrong"" assessment?"
2024,TRUE,FALSE,FALSE,58565,https://www.iucnredlist.org/species/58565/202022987,Aquarana catesbeianus,NA,202022987,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Aquarana ,catesbeianus,Europe,NA,Y,Most non-native species are categorized as NA
2009,FALSE,FALSE,FALSE,58565,https://www.iucnredlist.org/species/58565/11786292,Aquarana catesbeianus,NA,11786292,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Aquarana ,catesbeianus,Europe,NA,Y,Most non-native species are categorized as NA
2009,FALSE,FALSE,FALSE,61468,https://www.iucnredlist.org/species/61468/12490617,Archaeolacerta bedriagae,NT,12490617,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Archaeolacerta,bedriagae,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61468,https://www.iucnredlist.org/species/61468/12490758,Archaeolacerta bedriagae,VU,12490758,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Archaeolacerta,bedriagae,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,200115910,https://www.iucnredlist.org/species/200115910/266891444,Blanus strauchi,LC,266891444,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,BLANIDAE,Blanus,strauchi,Europe,N,Y,
2009,FALSE,FALSE,FALSE,200115910,https://www.iucnredlist.org/species/200115910/266891311,Blanus strauchi,NA,266891311,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,BLANIDAE,Blanus,strauchi,Europe,N,Y,
2024,TRUE,FALSE,FALSE,2865,https://www.iucnredlist.org/species/2865/67862807,Bombina bombina,LC,67862807,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BOMBINATORIDAE,Bombina,bombina,Europe,N,Y,
2009,FALSE,FALSE,FALSE,2865,https://www.iucnredlist.org/species/2865/9489179,Bombina bombina,LC,9489179,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BOMBINATORIDAE,Bombina,bombina,Europe,N,Y,
2024,TRUE,FALSE,FALSE,77970289,https://www.iucnredlist.org/species/77970289/228179967,Bombina variegata,LC,228179967,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BOMBINATORIDAE,Bombina,variegata,Europe; Global,Y,Y,
2022,FALSE,FALSE,FALSE,77970289,https://www.iucnredlist.org/species/77970289/77954662,Bombina variegata,LC,77954662,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BOMBINATORIDAE,Bombina,variegata,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,153567,https://www.iucnredlist.org/species/153567/228180449,Bufotes balearicus,LC,228180449,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,balearicus,Europe; Global,Y,Y,
2020,FALSE,FALSE,FALSE,153567,https://www.iucnredlist.org/species/153567/157692900,Bufotes balearicus,LC,157692900,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,balearicus,Europe; Global,Y,N,Assessment was updated by 217021024
2020,FALSE,FALSE,FALSE,153567,https://www.iucnredlist.org/species/153567/217021024,Bufotes balearicus,LC,217021024,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,balearicus,Europe; Global,Y,Y,"An errata assessment was created in order make minor edits to the text, and to add urbanisation as a specified threat (Guarino et al. 2021). A revised map to code the Balearic Islands as 'origin uncertain' was added."
2009,FALSE,FALSE,FALSE,153567,https://www.iucnredlist.org/species/153567/4517245,Bufotes balearicus,LC,4517245,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,balearicus,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,172962880,https://www.iucnredlist.org/species/172962880/228180876,Bufotes cypriensis,NT,228180876,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,cypriensis,Europe; Global,N,?,
2022,FALSE,FALSE,FALSE,172962880,https://www.iucnredlist.org/species/172962880/173020835,Bufotes cypriensis,NT,173020835,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,cypriensis,Europe; Global,N,?,
2022,TRUE,FALSE,FALSE,136131,https://www.iucnredlist.org/species/136131/89696462,Calotriton arnoldi,CR,89696462,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Calotriton,arnoldi,Europe; Global,N,Y,
2009,FALSE,FALSE,FALSE,136131,https://www.iucnredlist.org/species/136131/4246722,Calotriton arnoldi,CR,4246722,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Calotriton,arnoldi,Europe; Global,N,Y,"Assessments 4246883 and 4246722 were published 2 weeks apart and they only differ in the ""Conservation actions"" field, but there is no indication that they are Errata/Amendment or related. Assessment 4246722 is more complete. "
2008,FALSE,FALSE,FALSE,136131,https://www.iucnredlist.org/species/136131/4246883,Calotriton arnoldi,CR,4246883,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Calotriton,arnoldi,Europe; Global,N,N,"Assessments 4246883 and 4246722 were published 2 weeks apart and they only differ in the ""Conservation actions"" field, but there is no indication that they are Errata/Amendment or related. "
2024,TRUE,FALSE,FALSE,59448,https://www.iucnredlist.org/species/59448/229005750,Calotriton asper,LC,229005750,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Calotriton,asper,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,59448,https://www.iucnredlist.org/species/59448/89707795,Calotriton asper,LC,89707795,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Calotriton,asper,Europe; Global,N,Y,
2009,FALSE,FALSE,FALSE,59448,https://www.iucnredlist.org/species/59448/11943040,Calotriton asper,NT,11943040,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Calotriton,asper,Europe; Global,N,Y,
2006,FALSE,FALSE,FALSE,59448,https://www.iucnredlist.org/species/59448/11943231,Calotriton asper,NT,11943231,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Calotriton,asper,Europe; Global,N,Y,
2004,FALSE,FALSE,FALSE,59448,https://www.iucnredlist.org/species/59448/11943002,Calotriton asper,LC,11943002,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Calotriton,asper,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,61472,https://www.iucnredlist.org/species/61472/137847259,Chalcides bedriagai,LC,137847259,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,bedriagai,Europe; Global,Y,Y,Many more threats than previous assessments
2009,FALSE,FALSE,FALSE,61472,https://www.iucnredlist.org/species/61472/12472701,Chalcides bedriagai,NT,12472701,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,bedriagai,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61472,https://www.iucnredlist.org/species/61472/12472888,Chalcides bedriagai,NT,12472888,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,bedriagai,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61473,https://www.iucnredlist.org/species/61473/207990233,Chalcides chalcides,LC,207990233,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,chalcides,Europe,N,Y,
2009,FALSE,FALSE,FALSE,61473,https://www.iucnredlist.org/species/61473/12473534,Chalcides chalcides,LC,12473534,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,chalcides,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157283,https://www.iucnredlist.org/species/157283/207662295,Chalcides ocellatus,LC,207662295,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,ocellatus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157283,https://www.iucnredlist.org/species/157283/5069634,Chalcides ocellatus,LC,5069634,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,ocellatus,Europe,N,Y,
2024,TRUE,FALSE,FALSE,61484,https://www.iucnredlist.org/species/61484/216963527,Chalcides parallelus,NA,216963527,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,parallelus,Europe,N,Y,Tiny distribution in Europe. Not sure why it is assessed by IUCN. 
2009,FALSE,FALSE,FALSE,61484,https://www.iucnredlist.org/species/61484/12478157,Chalcides parallelus,NA,12478157,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,parallelus,Europe,N,Y,Tiny distribution in Europe. Not sure why it is assessed by IUCN. 
2024,TRUE,FALSE,FALSE,61487,https://www.iucnredlist.org/species/61487/137848983,Chalcides sexlineatus,EN,137848983,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,sexlineatus,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61487,https://www.iucnredlist.org/species/61487/12479057,Chalcides sexlineatus,LC,12479057,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,sexlineatus,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61487,https://www.iucnredlist.org/species/61487/12479182,Chalcides sexlineatus,LC,12479182,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,sexlineatus,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61488,https://www.iucnredlist.org/species/61488/137849061,Chalcides simonyi,DD,137849061,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,simonyi,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61488,https://www.iucnredlist.org/species/61488/12479483,Chalcides simonyi,EN,12479483,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,simonyi,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61488,https://www.iucnredlist.org/species/61488/12479636,Chalcides simonyi,EN,12479636,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,simonyi,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61489,https://www.iucnredlist.org/species/61489/137849177,Chalcides striatus,LC,137849177,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,striatus,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61489,https://www.iucnredlist.org/species/61489/86452339,Chalcides striatus,LC,86452339,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,striatus,Europe; Global,Y,N?,There are two assessments for 2009 but no explanation why.
2009,FALSE,FALSE,FALSE,61489,https://www.iucnredlist.org/species/61489/12479864,Chalcides striatus,LC,12479864,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,striatus,Europe; Global,Y,N?,There are two assessments for 2009 but no explanation why.
2006,FALSE,FALSE,FALSE,61489,https://www.iucnredlist.org/species/61489/12480051,Chalcides striatus,LC,12480051,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,striatus,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,157273,https://www.iucnredlist.org/species/157273/204875915,Chamaeleo africanus,NA,204875915,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Chamaeleo,africanus,Europe,N,Y,Non-native species. Not sure why it is assessed.
2009,FALSE,FALSE,FALSE,157273,https://www.iucnredlist.org/species/157273/5067272,Chamaeleo africanus,NA,5067272,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Chamaeleo,africanus,Europe,N,Y,Non-native species. Not sure why it is assessed.
2024,TRUE,FALSE,FALSE,157246,https://www.iucnredlist.org/species/157246/207643203,Chamaeleo chamaeleon,NA,207643203,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Chamaeleo,chamaeleon,Europe,N,Y,Non-native species. Not sure why it is assessed.
2009,FALSE,FALSE,FALSE,157246,https://www.iucnredlist.org/species/157246/5059239,Chamaeleo chamaeleon,NA,5059239,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Chamaeleo,chamaeleon,Europe,N,Y,Non-native species. Not sure why it is assessed.
2024,TRUE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/228181133,Chioglossa lusitanica,NT,228181133,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/89698017,Chioglossa lusitanica,NT,89698017,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,Y,
2009,FALSE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/86596175,Chioglossa lusitanica,VU,86596175,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,Y,"Reformatted names of Assessor(s), Reviewer(s), Contributor(s), Facilitator(s) and/or Compiler(s). Corrected formatting of units in text."
2009,FALSE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/11067463,Chioglossa lusitanica,VU,11067463,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,N,Replaced by assessment 86596175
2006,FALSE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/11067634,Chioglossa lusitanica,VU,11067634,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,Y,
2004,FALSE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/11067413,Chioglossa lusitanica,NT,11067413,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,Y,
1996,FALSE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/11067440,Chioglossa lusitanica,VU,11067440,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,Y,
1994,FALSE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/11067853,Chioglossa lusitanica,I,11067853,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,Y,
1990,FALSE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/11067834,Chioglossa lusitanica,I,11067834,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,Y,
1988,FALSE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/11067815,Chioglossa lusitanica,VU,11067815,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,Y,
1986,FALSE,FALSE,FALSE,4657,https://www.iucnredlist.org/species/4657/11067796,Chioglossa lusitanica,VU,11067796,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,157284,https://www.iucnredlist.org/species/157284/204914315,Coronella austriaca,LC,204914315,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Coronella,austriaca,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157284,https://www.iucnredlist.org/species/157284/5070002,Coronella austriaca,LC,5070002,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Coronella,austriaca,Europe,N,Y,
2024,TRUE,FALSE,FALSE,61491,https://www.iucnredlist.org/species/61491/137849296,Coronella girondica,LC,137849296,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Coronella,girondica,Europe,N,Y,
2009,FALSE,FALSE,FALSE,61491,https://www.iucnredlist.org/species/61491/12481171,Coronella girondica,LC,12481171,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Coronella,girondica,Europe,N,Y,
2024,TRUE,FALSE,FALSE,61528,https://www.iucnredlist.org/species/61528/137852805,Dalmatolacerta oxycephala,LC,137852805,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Dalmatolacerta,oxycephala,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61528,https://www.iucnredlist.org/species/61528/12505349,Dalmatolacerta oxycephala,LC,12505349,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Dalmatolacerta,oxycephala,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61528,https://www.iucnredlist.org/species/61528/12505503,Dalmatolacerta oxycephala,LC,12505503,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Dalmatolacerta,oxycephala,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,196003,https://www.iucnredlist.org/species/196003/214997837,Darevskia lindholmi,LC,214997837,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Darevskia,lindholmi,Europe; Global,N,Y,
2021,FALSE,FALSE,FALSE,196003,https://www.iucnredlist.org/species/196003/2441322,Darevskia lindholmi,LC,2441322,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Darevskia,lindholmi,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,157245,https://www.iucnredlist.org/species/157245/207648737,Darevskia praticola,NT,207648737,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Darevskia,praticola,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157245,https://www.iucnredlist.org/species/157245/5059081,Darevskia praticola,NT,5059081,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Darevskia,praticola,Europe,N,Y,
2024,TRUE,FALSE,FALSE,196001,https://www.iucnredlist.org/species/196001/207062346,Dinarolacerta montenegrina,NT,207062346,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Dinarolacerta,montenegrina,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,196001,https://www.iucnredlist.org/species/196001/217869773,Dinarolacerta montenegrina,LC,217869773,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Dinarolacerta,montenegrina,Europe; Global,N,N,This amended assessment was created to add the range map which was missing from the last published assessment. The European assessment header information has been added to the Rationale.
2011,FALSE,FALSE,FALSE,196001,https://www.iucnredlist.org/species/196001/8989716,Dinarolacerta montenegrina,LC,8989716,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Dinarolacerta,montenegrina,Europe; Global,N,Y,"This is the assessment without the map, which was corrected by assessment 217869773."
2024,TRUE,FALSE,FALSE,173115779,https://www.iucnredlist.org/species/173115779/207984263,Discoglossus galganoi,LC,207984263,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,galganoi,Europe; Global,Y,Y,
2021,FALSE,FALSE,FALSE,173115779,https://www.iucnredlist.org/species/173115779/200190997,Discoglossus galganoi,LC,200190997,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,galganoi,Europe; Global,Y,Y,"An errata assessment was produced in order to add the 'Europe' scope, for this European endemic species."
2024,TRUE,FALSE,FALSE,6714,https://www.iucnredlist.org/species/6714/207979535,Discoglossus montalentii,NT,207979535,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,montalentii,Europe; Global; Mediterranean,Y,Y,
2020,FALSE,FALSE,FALSE,6714,https://www.iucnredlist.org/species/6714/89707965,Discoglossus montalentii,NT,89707965,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,montalentii,Europe; Global,Y,N,
2020,FALSE,FALSE,FALSE,6714,https://www.iucnredlist.org/species/6714/267246965,Discoglossus montalentii,NT,267246965,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,montalentii,Europe; Global; Mediterranean,Y,Y,An errata assessment was created in order to add the 'Mediterranean' scope to the assessment of this species that is endemic to the IUCN Mediterranean Red List assessment area.
2009,FALSE,FALSE,FALSE,6714,https://www.iucnredlist.org/species/6714/12798994,Discoglossus montalentii,NT,12798994,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,montalentii,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,55270,https://www.iucnredlist.org/species/55270/200187939,Discoglossus pictus,LC,200187939,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,pictus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,55270,https://www.iucnredlist.org/species/55270/11284844,Discoglossus pictus,LC,11284844,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,pictus,Europe,N,Y,
2024,TRUE,FALSE,FALSE,55271,https://www.iucnredlist.org/species/55271/207980412,Discoglossus sardus,LC,207980412,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,sardus,Europe; Global; Mediterranean,Y,Y,
2020,FALSE,FALSE,FALSE,55271,https://www.iucnredlist.org/species/55271/89700574,Discoglossus sardus,LC,89700574,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,sardus,Europe; Global,Y,N,
2020,FALSE,FALSE,FALSE,55271,https://www.iucnredlist.org/species/55271/267247398,Discoglossus sardus,LC,267247398,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,sardus,Europe; Global; Mediterranean,Y,Y,An errata assessment was created in order to add the 'Mediterranean' scope to the assessment of this species that is endemic to the IUCN Mediterranean Red List assessment area.
2009,FALSE,FALSE,FALSE,55271,https://www.iucnredlist.org/species/55271/11265832,Discoglossus sardus,LC,11265832,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,sardus,Europe; Global,Y,Y,
2004,FALSE,FALSE,FALSE,55271,https://www.iucnredlist.org/species/55271/11265983,Discoglossus sardus,LC,11265983,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,sardus,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,157267,https://www.iucnredlist.org/species/157267/204916174,Dolichophis caspius,LC,204916174,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Dolichophis,caspius,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157267,https://www.iucnredlist.org/species/157267/5066068,Dolichophis caspius,LC,5066068,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Dolichophis,caspius,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157294,https://www.iucnredlist.org/species/157294/204916461,Dolichophis jugularis,LC,204916461,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Dolichophis,jugularis,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157294,https://www.iucnredlist.org/species/157294/5073463,Dolichophis jugularis,LC,5073463,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Dolichophis,jugularis,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157292,https://www.iucnredlist.org/species/157292/137861955,Eirenis modestus,LC,137861955,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Eirenis,modestus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157292,https://www.iucnredlist.org/species/157292/5072732,Eirenis modestus,LC,5072732,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Eirenis,modestus,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157275,https://www.iucnredlist.org/species/157275/199524634,Elaphe dione,LC,199524634,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Elaphe,dione,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157275,https://www.iucnredlist.org/species/157275/5067782,Elaphe dione,LC,5067782,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Elaphe,dione,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157264,https://www.iucnredlist.org/species/157264/204978521,Elaphe quatuorlineata,LC,204978521,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Elaphe,quatuorlineata,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,157264,https://www.iucnredlist.org/species/157264/5065135,Elaphe quatuorlineata,NT,5065135,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Elaphe,quatuorlineata,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,192165,https://www.iucnredlist.org/species/192165/270540051,Elaphe schrenckii,NA,270540051,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Elaphe,schrenckii,Europe,N,N,"An errata assessment was created to remove the regional Taxonomic Note, which is not relevant to the European regional assessment."
2024,FALSE,FALSE,FALSE,192165,https://www.iucnredlist.org/species/192165/200127570,Elaphe schrenckii,NA,200127570,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Elaphe,schrenckii,Europe,N,Y,
2024,TRUE,FALSE,FALSE,7717,https://www.iucnredlist.org/species/7717/207667247,Emys orbicularis,NT,207667247,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Emys,orbicularis,Europe,N,Y,
