"year_published","latest","possibly_extinct","possibly_extinct_in_the_wild","sis_taxon_id","url","taxon_scientific_name","red_list_category_code","assessment_id","kingdom","phylum","class","order","family","genus","species","scope_description","endemic"
"2024",TRUE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/227231646","Rana italica","LC",227231646,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/227231646","Rana italica","LC",227231646,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/227231646","Rana italica","LC",227231646,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/215527222","Rana italica","LC",215527222,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Europe","yes"
"2020",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/89705522","Rana italica","LC",89705522,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Europe","yes"
"2020",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/89705522","Rana italica","LC",89705522,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Europe","yes"
"2022",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/267260819","Rana italica","LC",267260819,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/267260819","Rana italica","LC",267260819,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/267260819","Rana italica","LC",267260819,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/215527222","Rana italica","LC",215527222,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Europe","yes"
"2009",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/11814765","Rana italica","LC",11814765,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Europe","yes"
"2009",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/11814765","Rana italica","LC",11814765,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Europe","yes"
"2004",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/11814897","Rana italica","LC",11814897,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Europe","yes"
"2004",FALSE,FALSE,FALSE,58624,"https://www.iucnredlist.org/species/58624/11814897","Rana italica","LC",11814897,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","italica","Europe","yes"
"2024",TRUE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/227232074","Rana latastei","VU",227232074,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"2024",TRUE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/227232074","Rana latastei","VU",227232074,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"2022",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/215527729","Rana latastei","VU",215527729,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"2022",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/215527729","Rana latastei","VU",215527729,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"2020",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/89698776","Rana latastei","VU",89698776,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"2020",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/89698776","Rana latastei","VU",89698776,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"2009",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845034","Rana latastei","VU",8845034,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"2009",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845034","Rana latastei","VU",8845034,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"2004",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845261","Rana latastei","VU",8845261,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"2004",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845261","Rana latastei","VU",8845261,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"1996",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8844997","Rana latastei","NT",8844997,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"1996",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8844997","Rana latastei","NT",8844997,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"1994",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845479","Rana latastei","VU",8845479,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"1994",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845479","Rana latastei","VU",8845479,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"1990",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845017","Rana latastei","VU",8845017,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"1990",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845017","Rana latastei","VU",8845017,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"1988",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845462","Rana latastei","VU",8845462,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"1988",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845462","Rana latastei","VU",8845462,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"1986",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845496","Rana latastei","VU",8845496,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"1986",FALSE,FALSE,FALSE,19156,"https://www.iucnredlist.org/species/19156/8845496","Rana latastei","VU",8845496,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","latastei","Europe","yes"
"2024",TRUE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/227233345","Rana pyrenaica","EN",227233345,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"2024",TRUE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/227233345","Rana pyrenaica","EN",227233345,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"2020",FALSE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/89697250","Rana pyrenaica","EN",89697250,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"2020",FALSE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/89697250","Rana pyrenaica","EN",89697250,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"2009",FALSE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/8849239","Rana pyrenaica","EN",8849239,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"2009",FALSE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/8849239","Rana pyrenaica","EN",8849239,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"2006",FALSE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/8849416","Rana pyrenaica","EN",8849416,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"2006",FALSE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/8849416","Rana pyrenaica","EN",8849416,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"2004",FALSE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/8849193","Rana pyrenaica","VU",8849193,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"2004",FALSE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/8849193","Rana pyrenaica","VU",8849193,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"1996",FALSE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/8849219","Rana pyrenaica","DD",8849219,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"1996",FALSE,FALSE,FALSE,19183,"https://www.iucnredlist.org/species/19183/8849219","Rana pyrenaica","DD",8849219,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pyrenaica","Europe","yes"
"2024",TRUE,FALSE,FALSE,173101508,"https://www.iucnredlist.org/species/173101508/200721782","Rana temporaria","LC",200721782,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","temporaria","Europe","no"
"2024",TRUE,FALSE,FALSE,173103952,"https://www.iucnredlist.org/species/173103952/227232549","Rana parvipalmata","LC",227232549,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","parvipalmata","Europe","yes"
"2024",TRUE,FALSE,FALSE,173103952,"https://www.iucnredlist.org/species/173103952/227232549","Rana parvipalmata","LC",227232549,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","parvipalmata","Europe","yes"
"2022",FALSE,FALSE,FALSE,173103952,"https://www.iucnredlist.org/species/173103952/202054420","Rana parvipalmata","LC",202054420,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","parvipalmata","Europe","yes"
"2022",FALSE,FALSE,FALSE,173103952,"https://www.iucnredlist.org/species/173103952/202054420","Rana parvipalmata","LC",202054420,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","parvipalmata","Europe","yes"
"2024",TRUE,FALSE,FALSE,19843,"https://www.iucnredlist.org/species/19843/227233771","Salamandra atra","LC",227233771,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","atra","Europe","yes"
"2024",TRUE,FALSE,FALSE,19843,"https://www.iucnredlist.org/species/19843/227233771","Salamandra atra","LC",227233771,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","atra","Europe","yes"
"2022",FALSE,FALSE,FALSE,19843,"https://www.iucnredlist.org/species/19843/89706038","Salamandra atra","LC",89706038,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","atra","Europe","yes"
"2022",FALSE,FALSE,FALSE,19843,"https://www.iucnredlist.org/species/19843/89706038","Salamandra atra","LC",89706038,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","atra","Europe","yes"
"2009",FALSE,FALSE,FALSE,19843,"https://www.iucnredlist.org/species/19843/9023725","Salamandra atra","LC",9023725,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","atra","Europe","yes"
"2009",FALSE,FALSE,FALSE,19843,"https://www.iucnredlist.org/species/19843/9023725","Salamandra atra","LC",9023725,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","atra","Europe","yes"
"2004",FALSE,FALSE,FALSE,19843,"https://www.iucnredlist.org/species/19843/9023950","Salamandra atra","LC",9023950,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","atra","Europe","yes"
"2004",FALSE,FALSE,FALSE,19843,"https://www.iucnredlist.org/species/19843/9023950","Salamandra atra","LC",9023950,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","atra","Europe","yes"
"1996",FALSE,FALSE,FALSE,19843,"https://www.iucnredlist.org/species/19843/9023703","Salamandra atra","LC",9023703,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","atra","Europe","yes"
"1996",FALSE,FALSE,FALSE,19843,"https://www.iucnredlist.org/species/19843/9023703","Salamandra atra","LC",9023703,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","atra","Europe","yes"
"2024",TRUE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/227234846","Salamandra corsica","LC",227234846,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/227234846","Salamandra corsica","LC",227234846,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/227234846","Salamandra corsica","LC",227234846,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/267266697","Salamandra corsica","LC",267266697,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/89706239","Salamandra corsica","LC",89706239,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Europe","yes"
"2022",FALSE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/89706239","Salamandra corsica","LC",89706239,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Europe","yes"
"2022",FALSE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/267266697","Salamandra corsica","LC",267266697,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/267266697","Salamandra corsica","LC",267266697,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Mediterranean","yes"
"2009",FALSE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/11926865","Salamandra corsica","LC",11926865,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Europe","yes"
"2009",FALSE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/11926865","Salamandra corsica","LC",11926865,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Europe","yes"
"2004",FALSE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/11926995","Salamandra corsica","LC",11926995,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Europe","yes"
"2004",FALSE,FALSE,FALSE,59465,"https://www.iucnredlist.org/species/59465/11926995","Salamandra corsica","LC",11926995,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","corsica","Europe","yes"
"2023",TRUE,FALSE,FALSE,59467,"https://www.iucnredlist.org/species/59467/219148292","Salamandra salamandra","VU",219148292,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","salamandra","Europe","yes"
"2023",TRUE,FALSE,FALSE,59467,"https://www.iucnredlist.org/species/59467/219148292","Salamandra salamandra","VU",219148292,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","salamandra","Europe","yes"
"2022",FALSE,FALSE,FALSE,59467,"https://www.iucnredlist.org/species/59467/79323745","Salamandra salamandra","LC",79323745,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","salamandra","Europe","yes"
"2022",FALSE,FALSE,FALSE,59467,"https://www.iucnredlist.org/species/59467/79323745","Salamandra salamandra","LC",79323745,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","salamandra","Europe","yes"
"2009",FALSE,FALSE,FALSE,59467,"https://www.iucnredlist.org/species/59467/11928351","Salamandra salamandra","LC",11928351,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","salamandra","Europe","yes"
"2009",FALSE,FALSE,FALSE,59467,"https://www.iucnredlist.org/species/59467/11928351","Salamandra salamandra","LC",11928351,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","salamandra","Europe","yes"
"2004",FALSE,FALSE,FALSE,59467,"https://www.iucnredlist.org/species/59467/11928700","Salamandra salamandra","LC",11928700,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","salamandra","Europe","yes"
"2004",FALSE,FALSE,FALSE,59467,"https://www.iucnredlist.org/species/59467/11928700","Salamandra salamandra","LC",11928700,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandra","salamandra","Europe","yes"
"2024",TRUE,FALSE,FALSE,136687833,"https://www.iucnredlist.org/species/136687833/202049049","Salamandrella keyserlingii","LC",202049049,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","HYNOBIIDAE","Salamandrella","keyserlingii","Europe","no"
"2022",TRUE,FALSE,FALSE,136135,"https://www.iucnredlist.org/species/136135/89706481","Salamandrina perspicillata","EN",89706481,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","perspicillata","Europe","yes"
"2022",TRUE,FALSE,FALSE,136135,"https://www.iucnredlist.org/species/136135/89706481","Salamandrina perspicillata","EN",89706481,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","perspicillata","Europe","yes"
"2009",FALSE,FALSE,FALSE,136135,"https://www.iucnredlist.org/species/136135/4248006","Salamandrina perspicillata","LC",4248006,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","perspicillata","Europe","yes"
"2009",FALSE,FALSE,FALSE,136135,"https://www.iucnredlist.org/species/136135/4248006","Salamandrina perspicillata","LC",4248006,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","perspicillata","Europe","yes"
"2008",FALSE,FALSE,FALSE,136135,"https://www.iucnredlist.org/species/136135/4248166","Salamandrina perspicillata","LC",4248166,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","perspicillata","Europe","yes"
"2008",FALSE,FALSE,FALSE,136135,"https://www.iucnredlist.org/species/136135/4248166","Salamandrina perspicillata","LC",4248166,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","perspicillata","Europe","yes"
"2024",TRUE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/227235526","Salamandrina terdigitata","LC",227235526,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/227235526","Salamandrina terdigitata","LC",227235526,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/227235526","Salamandrina terdigitata","LC",227235526,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/267267718","Salamandrina terdigitata","LC",267267718,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/89706354","Salamandrina terdigitata","LC",89706354,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Europe","yes"
"2022",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/89706354","Salamandrina terdigitata","LC",89706354,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Europe","yes"
"2022",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/267267718","Salamandrina terdigitata","LC",267267718,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/267267718","Salamandrina terdigitata","LC",267267718,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Mediterranean","yes"
"2009",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/11945789","Salamandrina terdigitata","LC",11945789,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Europe","yes"
"2009",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/11945789","Salamandrina terdigitata","LC",11945789,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Europe","yes"
"2008",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/11945926","Salamandrina terdigitata","LC",11945926,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Europe","yes"
"2008",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/11945926","Salamandrina terdigitata","LC",11945926,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Europe","yes"
"2004",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/55311411","Salamandrina terdigitata","LC",55311411,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Europe","yes"
"2004",FALSE,FALSE,FALSE,59468,"https://www.iucnredlist.org/species/59468/55311411","Salamandrina terdigitata","LC",55311411,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE","Salamandrina","terdigitata","Europe","yes"
"2024",TRUE,FALSE,FALSE,54703,"https://www.iucnredlist.org/species/54703/202016456","Sclerophrys mauritanica","NA",202016456,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Sclerophrys ","mauritanica","Europe","no"
"2016",FALSE,FALSE,FALSE,54703,"https://www.iucnredlist.org/species/54703/107348689","Sclerophrys mauritanica","NA",107348689,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Sclerophrys ","mauritanica","Europe","no"
"2009",FALSE,FALSE,FALSE,54703,"https://www.iucnredlist.org/species/54703/11187204","Sclerophrys mauritanica","NA",11187204,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Sclerophrys ","mauritanica","Europe","no"
"2024",TRUE,FALSE,FALSE,20456,"https://www.iucnredlist.org/species/20456/227236143","Speleomantes genei","VU",227236143,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PLETHODONTIDAE","Speleomantes","genei","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,20456,"https://www.iucnredlist.org/species/20456/227236143","Speleomantes genei","VU",227236143,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PLETHODONTIDAE","Speleomantes","genei","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,20456,"https://www.iucnredlist.org/species/20456/227236143","Speleomantes genei","VU",227236143,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PLETHODONTIDAE","Speleomantes","genei","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,20456,"https://www.iucnredlist.org/species/20456/267249720","Speleomantes genei","VU",267249720,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PLETHODONTIDAE","Speleomantes","genei","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,20456,"https://www.iucnredlist.org/species/20456/89697852","Speleomantes genei","VU",89697852,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PLETHODONTIDAE","Speleomantes","genei","Europe","yes"
"2022",FALSE,FALSE,FALSE,20456,"https://www.iucnredlist.org/species/20456/89697852","Speleomantes genei","VU",89697852,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PLETHODONTIDAE","Speleomantes","genei","Europe","yes"
"2022",FALSE,FALSE,FALSE,20456,"https://www.iucnredlist.org/species/20456/267249720","Speleomantes genei","VU",267249720,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PLETHODONTIDAE","Speleomantes","genei","Mediterranean","yes"
"2022",FALSE,FALSE,FALSE,20456,"https://www.iucnredlist.org/species/20456/267249720","Speleomantes genei","VU",267249720,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PLETHODONTIDAE","Speleomantes","genei","Mediterranean","yes"
"2009",FALSE,FALSE,FALSE,20456,"https://www.iucnredlist.org/species/20456/9201003","Speleomantes genei","VU",9201003,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PLETHODONTIDAE","Speleomantes","genei","Europe","yes"
"2009",FALSE,FALSE,FALSE,20456,"https://www.iucnredlist.org/species/20456/9201003","Speleomantes genei","VU",9201003,"ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","PLETHODONTIDAE","Speleomantes","genei","Europe","yes"
