,year_published,latest,possibly_extinct,possibly_extinct_in_the_wild,sis_taxon_id,url,taxon_scientific_name,red_list_category_code,assessment_id,genus,species,scope_description
344,2009,FALSE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/84674971,Iberolacerta aranica,EN,84674971,Iberolacerta,aranica,Global; Europe
345,2009,FALSE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/12497171,Iberolacerta aranica,EN,12497171,Iberolacerta,aranica,Global; Europe
346,2006,FALSE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/12497373,Iberolacerta aranica,CR,12497373,Iberolacerta,aranica,Global; Europe
347,2006,FALSE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/12497373,Iberolacerta aranica,CR,12497373,Iberolacerta,aranica,Global; Europe
348,2024,TRUE,FALSE,FALSE,61513,https://www.iucnredlist.org/species/61513/137851611,Iberolacerta aurelioi,EN,137851611,Iberolacerta,aurelioi,Global; Europe
349,2024,TRUE,FALSE,FALSE,61513,https://www.iucnredlist.org/species/61513/137851611,Iberolacerta aurelioi,EN,137851611,Iberolacerta,aurelioi,Global; Europe
350,2009,FALSE,FALSE,FALSE,61513,https://www.iucnredlist.org/species/61513/12497596,Iberolacerta aurelioi,EN,12497596,Iberolacerta,aurelioi,Global; Europe
351,2009,FALSE,FALSE,FALSE,61513,https://www.iucnredlist.org/species/61513/12497596,Iberolacerta aurelioi,EN,12497596,Iberolacerta,aurelioi,Global; Europe
352,2006,FALSE,FALSE,FALSE,61513,https://www.iucnredlist.org/species/61513/12497789,Iberolacerta aurelioi,EN,12497789,Iberolacerta,aurelioi,Global; Europe
353,2006,FALSE,FALSE,FALSE,61513,https://www.iucnredlist.org/species/61513/12497789,Iberolacerta aurelioi,EN,12497789,Iberolacerta,aurelioi,Global; Europe
354,2024,TRUE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/137844814,Iberolacerta bonnali,NT,137844814,Iberolacerta,bonnali,Global; Europe
355,2024,TRUE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/137844814,Iberolacerta bonnali,NT,137844814,Iberolacerta,bonnali,Global; Europe
356,2009,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12486917,Iberolacerta bonnali,NT,12486917,Iberolacerta,bonnali,Global; Europe
357,2009,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12486917,Iberolacerta bonnali,NT,12486917,Iberolacerta,bonnali,Global; Europe
358,2006,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12487095,Iberolacerta bonnali,NT,12487095,Iberolacerta,bonnali,Global; Europe
359,2006,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12487095,Iberolacerta bonnali,NT,12487095,Iberolacerta,bonnali,Global; Europe
360,1996,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12486875,Iberolacerta bonnali,VU,12486875,Iberolacerta,bonnali,Global; Europe
361,1996,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12486875,Iberolacerta bonnali,VU,12486875,Iberolacerta,bonnali,Global; Europe
362,1996,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12486896,Iberolacerta bonnali,VU,12486896,Iberolacerta,bonnali,Global; Europe
363,1996,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12486896,Iberolacerta bonnali,VU,12486896,Iberolacerta,bonnali,Global; Europe
364,2024,TRUE,FALSE,FALSE,61514,https://www.iucnredlist.org/species/61514/137851751,Iberolacerta cyreni,LC,137851751,Iberolacerta,cyreni,Global; Europe; Mediterranean
365,2024,TRUE,FALSE,FALSE,61514,https://www.iucnredlist.org/species/61514/137851751,Iberolacerta cyreni,LC,137851751,Iberolacerta,cyreni,Global; Europe; Mediterranean
366,2024,TRUE,FALSE,FALSE,61514,https://www.iucnredlist.org/species/61514/137851751,Iberolacerta cyreni,LC,137851751,Iberolacerta,cyreni,Global; Europe; Mediterranean
367,2009,FALSE,FALSE,FALSE,61514,https://www.iucnredlist.org/species/61514/12498292,Iberolacerta cyreni,EN,12498292,Iberolacerta,cyreni,Global; Europe
368,2009,FALSE,FALSE,FALSE,61514,https://www.iucnredlist.org/species/61514/12498292,Iberolacerta cyreni,EN,12498292,Iberolacerta,cyreni,Global; Europe
369,2006,FALSE,FALSE,FALSE,61514,https://www.iucnredlist.org/species/61514/12498457,Iberolacerta cyreni,EN,12498457,Iberolacerta,cyreni,Global; Europe
370,2006,FALSE,FALSE,FALSE,61514,https://www.iucnredlist.org/species/61514/12498457,Iberolacerta cyreni,EN,12498457,Iberolacerta,cyreni,Global; Europe
371,2024,TRUE,FALSE,FALSE,157271,https://www.iucnredlist.org/species/157271/207651727,Iberolacerta galani,NT,207651727,Iberolacerta,galani,Global; Europe; Mediterranean
372,2024,TRUE,FALSE,FALSE,157271,https://www.iucnredlist.org/species/157271/207651727,Iberolacerta galani,NT,207651727,Iberolacerta,galani,Global; Europe; Mediterranean
373,2024,TRUE,FALSE,FALSE,157271,https://www.iucnredlist.org/species/157271/207651727,Iberolacerta galani,NT,207651727,Iberolacerta,galani,Global; Europe; Mediterranean
374,2009,FALSE,FALSE,FALSE,157271,https://www.iucnredlist.org/species/157271/5066930,Iberolacerta galani,NT,5066930,Iberolacerta,galani,Global; Europe
375,2009,FALSE,FALSE,FALSE,157271,https://www.iucnredlist.org/species/157271/5066930,Iberolacerta galani,NT,5066930,Iberolacerta,galani,Global; Europe
376,2024,TRUE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/137851859,Iberolacerta horvathi,LC,137851859,Iberolacerta,horvathi,Global; Europe
377,2024,TRUE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/137851859,Iberolacerta horvathi,LC,137851859,Iberolacerta,horvathi,Global; Europe
378,2009,FALSE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/12498717,Iberolacerta horvathi,NT,12498717,Iberolacerta,horvathi,Global; Europe
379,2009,FALSE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/87533181,Iberolacerta horvathi,NT,87533181,Iberolacerta,horvathi,Global; Europe
380,2009,FALSE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/87533181,Iberolacerta horvathi,NT,87533181,Iberolacerta,horvathi,Global; Europe
381,2009,FALSE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/12498717,Iberolacerta horvathi,NT,12498717,Iberolacerta,horvathi,Global; Europe
382,2006,FALSE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/12498843,Iberolacerta horvathi,NT,12498843,Iberolacerta,horvathi,Global; Europe
383,2006,FALSE,FALSE,FALSE,61515,https://www.iucnredlist.org/species/61515/12498843,Iberolacerta horvathi,NT,12498843,Iberolacerta,horvathi,Global; Europe
384,2024,TRUE,FALSE,FALSE,61516,https://www.iucnredlist.org/species/61516/137851947,Iberolacerta martinezricai,EN,137851947,Iberolacerta,martinezricai,Global; Europe; Mediterranean
385,2024,TRUE,FALSE,FALSE,61516,https://www.iucnredlist.org/species/61516/137851947,Iberolacerta martinezricai,EN,137851947,Iberolacerta,martinezricai,Global; Europe; Mediterranean
386,2024,TRUE,FALSE,FALSE,61516,https://www.iucnredlist.org/species/61516/137851947,Iberolacerta martinezricai,EN,137851947,Iberolacerta,martinezricai,Global; Europe; Mediterranean
387,2009,FALSE,FALSE,FALSE,61516,https://www.iucnredlist.org/species/61516/12499291,Iberolacerta martinezricai,CR,12499291,Iberolacerta,martinezricai,Global; Europe
388,2009,FALSE,FALSE,FALSE,61516,https://www.iucnredlist.org/species/61516/12499291,Iberolacerta martinezricai,CR,12499291,Iberolacerta,martinezricai,Global; Europe
389,2006,FALSE,FALSE,FALSE,61516,https://www.iucnredlist.org/species/61516/12499472,Iberolacerta martinezricai,CR,12499472,Iberolacerta,martinezricai,Global; Europe
390,2006,FALSE,FALSE,FALSE,61516,https://www.iucnredlist.org/species/61516/12499472,Iberolacerta martinezricai,CR,12499472,Iberolacerta,martinezricai,Global; Europe
391,2024,TRUE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/207652191,Iberolacerta monticola,LC,207652191,Iberolacerta,monticola,Global; Europe
392,2024,TRUE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/207652191,Iberolacerta monticola,LC,207652191,Iberolacerta,monticola,Global; Europe
393,2009,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487278,Iberolacerta monticola,VU,12487278,Iberolacerta,monticola,Global; Europe
394,2009,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487278,Iberolacerta monticola,VU,12487278,Iberolacerta,monticola,Global; Europe
395,2006,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487421,Iberolacerta monticola,VU,12487421,Iberolacerta,monticola,Global; Europe
396,2006,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487421,Iberolacerta monticola,VU,12487421,Iberolacerta,monticola,Global; Europe
397,1996,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487233,Iberolacerta monticola,LR/lc,12487233,Iberolacerta,monticola,Global; Europe
398,1996,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487233,Iberolacerta monticola,LR/lc,12487233,Iberolacerta,monticola,Global; Europe
399,1996,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487555,Iberolacerta monticola,LR/lc,12487555,Iberolacerta,monticola,Global; Europe
400,1996,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487555,Iberolacerta monticola,LR/lc,12487555,Iberolacerta,monticola,Global; Europe
401,1994,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487257,Iberolacerta monticola,K,12487257,Iberolacerta,monticola,Global; Europe
402,1994,FALSE,FALSE,FALSE,61448,https://www.iucnredlist.org/species/61448/12487257,Iberolacerta monticola,K,12487257,Iberolacerta,monticola,Global; Europe
403,2024,TRUE,FALSE,FALSE,157288,https://www.iucnredlist.org/species/157288/207994671,Lacerta agilis,LC,207994671,Lacerta,agilis,Europe
404,2021,TRUE,FALSE,FALSE,157288,https://www.iucnredlist.org/species/157288/49644624,Lacerta agilis,LC,49644624,Lacerta,agilis,Global
405,2010,FALSE,FALSE,FALSE,157288,https://www.iucnredlist.org/species/157288/5071439,Lacerta agilis,LC,5071439,Lacerta,agilis,Global
406,2009,FALSE,FALSE,FALSE,157288,https://www.iucnredlist.org/species/157288/5071064,Lacerta agilis,LC,5071064,Lacerta,agilis,Europe
407,2024,TRUE,FALSE,FALSE,61519,https://www.iucnredlist.org/species/61519/137852254,Lacerta bilineata,LC,137852254,Lacerta,bilineata,Global; Europe
408,2024,TRUE,FALSE,FALSE,61519,https://www.iucnredlist.org/species/61519/137852254,Lacerta bilineata,LC,137852254,Lacerta,bilineata,Global; Europe
409,2009,FALSE,FALSE,FALSE,61519,https://www.iucnredlist.org/species/61519/12501065,Lacerta bilineata,LC,12501065,Lacerta,bilineata,Global; Europe
410,2009,FALSE,FALSE,FALSE,61519,https://www.iucnredlist.org/species/61519/12501065,Lacerta bilineata,LC,12501065,Lacerta,bilineata,Global; Europe
411,2006,FALSE,FALSE,FALSE,61519,https://www.iucnredlist.org/species/61519/12501237,Lacerta bilineata,LC,12501237,Lacerta,bilineata,Global; Europe
412,2006,FALSE,FALSE,FALSE,61519,https://www.iucnredlist.org/species/61519/12501237,Lacerta bilineata,LC,12501237,Lacerta,bilineata,Global; Europe
413,2024,TRUE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/137842792,Lacerta schreiberi,LC,137842792,Lacerta,schreiberi,Global; Europe
414,2024,TRUE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/137842792,Lacerta schreiberi,LC,137842792,Lacerta,schreiberi,Global; Europe
415,2009,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251580,Lacerta schreiberi,NT,3251580,Lacerta,schreiberi,Global; Europe
416,2009,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251580,Lacerta schreiberi,NT,3251580,Lacerta,schreiberi,Global; Europe
417,2006,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251702,Lacerta schreiberi,NT,3251702,Lacerta,schreiberi,Global; Europe
418,2006,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251702,Lacerta schreiberi,NT,3251702,Lacerta,schreiberi,Global; Europe
419,1996,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251539,Lacerta schreiberi,LR/nt,3251539,Lacerta,schreiberi,Global; Europe
420,1996,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251539,Lacerta schreiberi,LR/nt,3251539,Lacerta,schreiberi,Global; Europe
421,1994,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251561,Lacerta schreiberi,K,3251561,Lacerta,schreiberi,Global; Europe
422,1994,FALSE,FALSE,FALSE,11113,https://www.iucnredlist.org/species/11113/3251561,Lacerta schreiberi,K,3251561,Lacerta,schreiberi,Global; Europe
423,2024,TRUE,FALSE,FALSE,157287,https://www.iucnredlist.org/species/157287/207652956,Lacerta strigata,NA,207652956,Lacerta,strigata,Europe
424,2009,FALSE,FALSE,FALSE,157287,https://www.iucnredlist.org/species/157287/5070893,Lacerta strigata,LC,5070893,Lacerta,strigata,Europe
425,2009,FALSE,FALSE,FALSE,157287,https://www.iucnredlist.org/species/157287/5070727,Lacerta strigata,LC,5070727,Lacerta,strigata,Global
426,2009,TRUE,FALSE,FALSE,157287,https://www.iucnredlist.org/species/157287/114558813,Lacerta strigata,LC,114558813,Lacerta,strigata,Global
427,2024,TRUE,FALSE,FALSE,216864496,https://www.iucnredlist.org/species/216864496/207990400,Lacerta trilineata,LC,207990400,Lacerta,trilineata,Global; Europe
428,2024,TRUE,FALSE,FALSE,216864496,https://www.iucnredlist.org/species/216864496/207990400,Lacerta trilineata,LC,207990400,Lacerta,trilineata,Global; Europe
429,2024,TRUE,FALSE,FALSE,61530,https://www.iucnredlist.org/species/61530/207990559,Lacerta viridis,LC,207990559,Lacerta,viridis,Europe
430,2009,FALSE,FALSE,FALSE,61530,https://www.iucnredlist.org/species/61530/12507366,Lacerta viridis,LC,12507366,Lacerta,viridis,Europe
431,2009,TRUE,FALSE,FALSE,61530,https://www.iucnredlist.org/species/61530/12507156,Lacerta viridis,LC,12507156,Lacerta,viridis,Global
432,2006,FALSE,FALSE,FALSE,61530,https://www.iucnredlist.org/species/61530/12506972,Lacerta viridis,LC,12506972,Lacerta,viridis,Global
433,2024,TRUE,FALSE,FALSE,157279,https://www.iucnredlist.org/species/157279/204874584,Ophisops elegans,LC,204874584,Ophisops,elegans,Europe
434,2009,FALSE,FALSE,FALSE,157279,https://www.iucnredlist.org/species/157279/5068693,Ophisops elegans,LC,5068693,Ophisops,elegans,Europe
435,2021,TRUE,FALSE,FALSE,157279,https://www.iucnredlist.org/species/157279/748060,Ophisops elegans,LC,748060,Ophisops,elegans,Global
436,2024,TRUE,FALSE,FALSE,157276,https://www.iucnredlist.org/species/157276/207653823,Phoenicolacerta troodica,LC,207653823,Phoenicolacerta,troodica,Global; Europe; Mediterranean
437,2024,TRUE,FALSE,FALSE,157276,https://www.iucnredlist.org/species/157276/207653823,Phoenicolacerta troodica,LC,207653823,Phoenicolacerta,troodica,Global; Europe; Mediterranean
438,2024,TRUE,FALSE,FALSE,157276,https://www.iucnredlist.org/species/157276/207653823,Phoenicolacerta troodica,LC,207653823,Phoenicolacerta,troodica,Global; Europe; Mediterranean
439,2009,FALSE,FALSE,FALSE,157276,https://www.iucnredlist.org/species/157276/5067952,Phoenicolacerta troodica,LC,5067952,Phoenicolacerta,troodica,Global; Europe
440,2009,FALSE,FALSE,FALSE,157276,https://www.iucnredlist.org/species/157276/5067952,Phoenicolacerta troodica,LC,5067952,Phoenicolacerta,troodica,Global; Europe
441,2024,TRUE,FALSE,FALSE,61544,https://www.iucnredlist.org/species/61544/137854953,Podarcis bocagei,LC,137854953,Podarcis,bocagei,Global; Europe
442,2024,TRUE,FALSE,FALSE,61544,https://www.iucnredlist.org/species/61544/137854953,Podarcis bocagei,LC,137854953,Podarcis,bocagei,Global; Europe
443,2009,FALSE,FALSE,FALSE,61544,https://www.iucnredlist.org/species/61544/12512257,Podarcis bocagei,LC,12512257,Podarcis,bocagei,Global; Europe
444,2009,FALSE,FALSE,FALSE,61544,https://www.iucnredlist.org/species/61544/12512257,Podarcis bocagei,LC,12512257,Podarcis,bocagei,Global; Europe
445,2006,FALSE,FALSE,FALSE,61544,https://www.iucnredlist.org/species/61544/12512383,Podarcis bocagei,LC,12512383,Podarcis,bocagei,Global; Europe
446,2006,FALSE,FALSE,FALSE,61544,https://www.iucnredlist.org/species/61544/12512383,Podarcis bocagei,LC,12512383,Podarcis,bocagei,Global; Europe
447,2024,TRUE,FALSE,FALSE,61545,https://www.iucnredlist.org/species/61545/137855053,Podarcis carbonelli,VU,137855053,Podarcis,carbonelli,Global; Europe
448,2024,TRUE,FALSE,FALSE,61545,https://www.iucnredlist.org/species/61545/137855053,Podarcis carbonelli,VU,137855053,Podarcis,carbonelli,Global; Europe
449,2009,FALSE,FALSE,FALSE,61545,https://www.iucnredlist.org/species/61545/12512496,Podarcis carbonelli,EN,12512496,Podarcis,carbonelli,Global; Europe
450,2009,FALSE,FALSE,FALSE,61545,https://www.iucnredlist.org/species/61545/12512496,Podarcis carbonelli,EN,12512496,Podarcis,carbonelli,Global; Europe
451,2006,FALSE,FALSE,FALSE,61545,https://www.iucnredlist.org/species/61545/12512652,Podarcis carbonelli,EN,12512652,Podarcis,carbonelli,Global; Europe
452,2006,FALSE,FALSE,FALSE,61545,https://www.iucnredlist.org/species/61545/12512652,Podarcis carbonelli,EN,12512652,Podarcis,carbonelli,Global; Europe
453,2024,TRUE,FALSE,FALSE,157252,https://www.iucnredlist.org/species/157252/207654264,Podarcis cretensis,LC,207654264,Podarcis,cretensis,Global; Europe; Mediterranean
454,2024,TRUE,FALSE,FALSE,157252,https://www.iucnredlist.org/species/157252/207654264,Podarcis cretensis,LC,207654264,Podarcis,cretensis,Global; Europe; Mediterranean
455,2024,TRUE,FALSE,FALSE,157252,https://www.iucnredlist.org/species/157252/207654264,Podarcis cretensis,LC,207654264,Podarcis,cretensis,Global; Europe; Mediterranean
456,2009,FALSE,FALSE,FALSE,157252,https://www.iucnredlist.org/species/157252/5060934,Podarcis cretensis,EN,5060934,Podarcis,cretensis,Global; Europe
457,2009,FALSE,FALSE,FALSE,157252,https://www.iucnredlist.org/species/157252/5060934,Podarcis cretensis,EN,5060934,Podarcis,cretensis,Global; Europe
458,2024,TRUE,FALSE,FALSE,207598021,https://www.iucnredlist.org/species/207598021/137855176,Podarcis erhardii,LC,137855176,Podarcis,erhardii,Global; Europe
459,2024,TRUE,FALSE,FALSE,207598021,https://www.iucnredlist.org/species/207598021/137855176,Podarcis erhardii,LC,137855176,Podarcis,erhardii,Global; Europe
460,2024,TRUE,FALSE,FALSE,17793,https://www.iucnredlist.org/species/17793/137843120,Podarcis filfolensis,LC,137843120,Podarcis,filfolensis,Global; Europe; Mediterranean
461,2024,TRUE,FALSE,FALSE,17793,https://www.iucnredlist.org/species/17793/137843120,Podarcis filfolensis,LC,137843120,Podarcis,filfolensis,Global; Europe; Mediterranean
462,2024,TRUE,FALSE,FALSE,17793,https://www.iucnredlist.org/species/17793/137843120,Podarcis filfolensis,LC,137843120,Podarcis,filfolensis,Global; Europe; Mediterranean
463,2009,FALSE,FALSE,FALSE,17793,https://www.iucnredlist.org/species/17793/7479516,Podarcis filfolensis,LC,7479516,Podarcis,filfolensis,Global; Europe
464,2009,FALSE,FALSE,FALSE,17793,https://www.iucnredlist.org/species/17793/7479516,Podarcis filfolensis,LC,7479516,Podarcis,filfolensis,Global; Europe
465,2006,FALSE,FALSE,FALSE,17793,https://www.iucnredlist.org/species/17793/7479628,Podarcis filfolensis,LC,7479628,Podarcis,filfolensis,Global; Europe
466,2006,FALSE,FALSE,FALSE,17793,https://www.iucnredlist.org/species/17793/7479628,Podarcis filfolensis,LC,7479628,Podarcis,filfolensis,Global; Europe
467,2024,TRUE,FALSE,FALSE,61547,https://www.iucnredlist.org/species/61547/137855287,Podarcis gaigeae,LC,137855287,Podarcis,gaigeae,Global; Europe; Mediterranean
468,2024,TRUE,FALSE,FALSE,61547,https://www.iucnredlist.org/species/61547/137855287,Podarcis gaigeae,LC,137855287,Podarcis,gaigeae,Global; Europe; Mediterranean
469,2024,TRUE,FALSE,FALSE,61547,https://www.iucnredlist.org/species/61547/137855287,Podarcis gaigeae,LC,137855287,Podarcis,gaigeae,Global; Europe; Mediterranean
470,2009,FALSE,FALSE,FALSE,61547,https://www.iucnredlist.org/species/61547/12513064,Podarcis gaigeae,VU,12513064,Podarcis,gaigeae,Global; Europe
471,2009,FALSE,FALSE,FALSE,61547,https://www.iucnredlist.org/species/61547/12513064,Podarcis gaigeae,VU,12513064,Podarcis,gaigeae,Global; Europe
472,2006,FALSE,FALSE,FALSE,61547,https://www.iucnredlist.org/species/61547/12513182,Podarcis gaigeae,VU,12513182,Podarcis,gaigeae,Global; Europe
473,2006,FALSE,FALSE,FALSE,61547,https://www.iucnredlist.org/species/61547/12513182,Podarcis gaigeae,VU,12513182,Podarcis,gaigeae,Global; Europe
474,2024,TRUE,FALSE,FALSE,204865442,https://www.iucnredlist.org/species/204865442/137855369,Podarcis hispanicus,LC,137855369,Podarcis,hispanicus,Global; Europe; Mediterranean
475,2024,TRUE,FALSE,FALSE,204865442,https://www.iucnredlist.org/species/204865442/137855369,Podarcis hispanicus,LC,137855369,Podarcis,hispanicus,Global; Europe; Mediterranean
476,2024,TRUE,FALSE,FALSE,204865442,https://www.iucnredlist.org/species/204865442/137855369,Podarcis hispanicus,LC,137855369,Podarcis,hispanicus,Global; Europe; Mediterranean
477,2024,TRUE,FALSE,FALSE,157290,https://www.iucnredlist.org/species/157290/207654693,Podarcis levendis,VU,207654693,Podarcis,levendis,Global; Europe; Mediterranean
478,2024,TRUE,FALSE,FALSE,157290,https://www.iucnredlist.org/species/157290/207654693,Podarcis levendis,VU,207654693,Podarcis,levendis,Global; Europe; Mediterranean
479,2024,TRUE,FALSE,FALSE,157290,https://www.iucnredlist.org/species/157290/207654693,Podarcis levendis,VU,207654693,Podarcis,levendis,Global; Europe; Mediterranean
480,2009,FALSE,FALSE,FALSE,157290,https://www.iucnredlist.org/species/157290/5072127,Podarcis levendis,VU,5072127,Podarcis,levendis,Global; Europe
481,2009,FALSE,FALSE,FALSE,157290,https://www.iucnredlist.org/species/157290/5072127,Podarcis levendis,VU,5072127,Podarcis,levendis,Global; Europe
482,2024,TRUE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/137843212,Podarcis lilfordi,NT,137843212,Podarcis,lilfordi,Global; Europe; Mediterranean
483,2024,TRUE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/137843212,Podarcis lilfordi,NT,137843212,Podarcis,lilfordi,Global; Europe; Mediterranean
484,2024,TRUE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/137843212,Podarcis lilfordi,NT,137843212,Podarcis,lilfordi,Global; Europe; Mediterranean
485,2009,FALSE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/7481971,Podarcis lilfordi,EN,7481971,Podarcis,lilfordi,Global; Europe
486,2009,FALSE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/7481971,Podarcis lilfordi,EN,7481971,Podarcis,lilfordi,Global; Europe
487,2006,FALSE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/7482194,Podarcis lilfordi,EN,7482194,Podarcis,lilfordi,Global; Europe
488,2006,FALSE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/7482194,Podarcis lilfordi,EN,7482194,Podarcis,lilfordi,Global; Europe
489,1996,FALSE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/7481933,Podarcis lilfordi,VU,7481933,Podarcis,lilfordi,Global; Europe
490,1996,FALSE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/7481933,Podarcis lilfordi,VU,7481933,Podarcis,lilfordi,Global; Europe
491,1994,FALSE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/7482369,Podarcis lilfordi,V,7482369,Podarcis,lilfordi,Global; Europe
492,1994,FALSE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/7482369,Podarcis lilfordi,V,7482369,Podarcis,lilfordi,Global; Europe
493,1990,FALSE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/7481954,Podarcis lilfordi,V,7481954,Podarcis,lilfordi,Global; Europe
494,1990,FALSE,FALSE,FALSE,17795,https://www.iucnredlist.org/species/17795/7481954,Podarcis lilfordi,V,7481954,Podarcis,lilfordi,Global; Europe
495,2024,TRUE,FALSE,FALSE,61549,https://www.iucnredlist.org/species/61549/137855479,Podarcis melisellensis,LC,137855479,Podarcis,melisellensis,Global; Europe
496,2024,TRUE,FALSE,FALSE,61549,https://www.iucnredlist.org/species/61549/137855479,Podarcis melisellensis,LC,137855479,Podarcis,melisellensis,Global; Europe
497,2009,FALSE,FALSE,FALSE,61549,https://www.iucnredlist.org/species/61549/12513547,Podarcis melisellensis,LC,12513547,Podarcis,melisellensis,Global; Europe
498,2009,FALSE,FALSE,FALSE,61549,https://www.iucnredlist.org/species/61549/12513547,Podarcis melisellensis,LC,12513547,Podarcis,melisellensis,Global; Europe
499,2006,FALSE,FALSE,FALSE,61549,https://www.iucnredlist.org/species/61549/12513668,Podarcis melisellensis,LC,12513668,Podarcis,melisellensis,Global; Europe
500,2006,FALSE,FALSE,FALSE,61549,https://www.iucnredlist.org/species/61549/12513668,Podarcis melisellensis,LC,12513668,Podarcis,melisellensis,Global; Europe
501,2024,TRUE,FALSE,FALSE,17797,https://www.iucnredlist.org/species/17797/137843375,Podarcis milensis,LC,137843375,Podarcis,milensis,Global; Europe; Mediterranean
502,2024,TRUE,FALSE,FALSE,17797,https://www.iucnredlist.org/species/17797/137843375,Podarcis milensis,LC,137843375,Podarcis,milensis,Global; Europe; Mediterranean
503,2024,TRUE,FALSE,FALSE,17797,https://www.iucnredlist.org/species/17797/137843375,Podarcis milensis,LC,137843375,Podarcis,milensis,Global; Europe; Mediterranean
504,2009,FALSE,FALSE,FALSE,17797,https://www.iucnredlist.org/species/17797/7482413,Podarcis milensis,VU,7482413,Podarcis,milensis,Global; Europe
505,2009,FALSE,FALSE,FALSE,17797,https://www.iucnredlist.org/species/17797/7482413,Podarcis milensis,VU,7482413,Podarcis,milensis,Global; Europe
506,2006,FALSE,FALSE,FALSE,17797,https://www.iucnredlist.org/species/17797/7482581,Podarcis milensis,NT,7482581,Podarcis,milensis,Global; Europe
507,2006,FALSE,FALSE,FALSE,17797,https://www.iucnredlist.org/species/17797/7482581,Podarcis milensis,NT,7482581,Podarcis,milensis,Global; Europe
508,1996,FALSE,FALSE,FALSE,17797,https://www.iucnredlist.org/species/17797/7482390,Podarcis milensis,VU,7482390,Podarcis,milensis,Global; Europe
509,1996,FALSE,FALSE,FALSE,17797,https://www.iucnredlist.org/species/17797/7482390,Podarcis milensis,VU,7482390,Podarcis,milensis,Global; Europe
510,2024,TRUE,FALSE,FALSE,61550,https://www.iucnredlist.org/species/61550/218505859,Podarcis muralis,LC,218505859,Podarcis,muralis,Europe
511,2009,FALSE,FALSE,FALSE,61550,https://www.iucnredlist.org/species/61550/12514346,Podarcis muralis,LC,12514346,Podarcis,muralis,Europe
